GEO,population,val_norm,Date,Cause of death (ICD-10),rate
Nova Scotia,992055,5,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",1
Nova Scotia,992055,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,0,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Nova Scotia,992055,0,2020-02-01,Information unavailable,0
Nova Scotia,992055,55,2020-02-01,All other causes of death,6
New Brunswick,789225,140,2020-02-01,"Total, all causes of death [A00-Y89]",18
New Brunswick,789225,35,2020-02-01,Malignant neoplasms [C00-C97],4
New Brunswick,789225,0,2020-02-01,Diabetes mellitus [E10-E14],0
New Brunswick,789225,5,2020-02-01,Alzheimer's disease [G30],1
New Brunswick,789225,25,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
New Brunswick,789225,10,2020-02-01,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,0,2020-02-01,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,5,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,0,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,10,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
New Brunswick,789225,0,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
New Brunswick,789225,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
New Brunswick,789225,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
New Brunswick,789225,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
New Brunswick,789225,5,2020-02-01,Ill-defined and unspecified causes of mortality [R99],1
New Brunswick,789225,0,2020-02-01,Information unavailable,0
New Brunswick,789225,40,2020-02-01,All other causes of death,5
Quebec,8604495,1425,2020-02-01,"Total, all causes of death [A00-Y89]",17
Quebec,8604495,410,2020-02-01,Malignant neoplasms [C00-C97],5
Quebec,8604495,30,2020-02-01,Diabetes mellitus [E10-E14],0
Quebec,8604495,40,2020-02-01,Alzheimer's disease [G30],0
Quebec,8604495,250,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Quebec,8604495,75,2020-02-01,Cerebrovascular diseases [I60-I69],1
Quebec,8604495,80,2020-02-01,Influenza and pneumonia [J09-J18],1
Quebec,8604495,75,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
Quebec,8604495,20,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,65,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Quebec,8604495,15,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Quebec,8604495,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Quebec,8604495,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Quebec,8604495,15,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Quebec,8604495,5,2020-02-01,Information unavailable,0
Quebec,8604495,360,2020-02-01,All other causes of death,4
Ontario,14826276,2190,2020-02-01,"Total, all causes of death [A00-Y89]",15
Ontario,14826276,610,2020-02-01,Malignant neoplasms [C00-C97],4
Ontario,14826276,55,2020-02-01,Diabetes mellitus [E10-E14],0
Ontario,14826276,35,2020-02-01,Alzheimer's disease [G30],0
Ontario,14826276,405,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Ontario,14826276,120,2020-02-01,Cerebrovascular diseases [I60-I69],1
Ontario,14826276,85,2020-02-01,Influenza and pneumonia [J09-J18],1
Ontario,14826276,90,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
Ontario,14826276,35,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,90,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Ontario,14826276,35,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Ontario,14826276,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Ontario,14826276,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Ontario,14826276,25,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Ontario,14826276,5,2020-02-01,Information unavailable,0
Ontario,14826276,595,2020-02-01,All other causes of death,4
Manitoba,1383765,235,2020-02-01,"Total, all causes of death [A00-Y89]",17
Manitoba,1383765,60,2020-02-01,Malignant neoplasms [C00-C97],4
Manitoba,1383765,5,2020-02-01,Diabetes mellitus [E10-E14],0
Manitoba,1383765,5,2020-02-01,Alzheimer's disease [G30],0
Manitoba,1383765,50,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Manitoba,1383765,15,2020-02-01,Cerebrovascular diseases [I60-I69],1
Manitoba,1383765,10,2020-02-01,Influenza and pneumonia [J09-J18],1
Manitoba,1383765,15,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
Manitoba,1383765,0,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Manitoba,1383765,15,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Manitoba,1383765,5,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Manitoba,1383765,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Manitoba,1383765,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Manitoba,1383765,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Manitoba,1383765,5,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Manitoba,1383765,0,2020-02-01,Information unavailable,0
Manitoba,1383765,55,2020-02-01,All other causes of death,4
Saskatchewan,1179844,185,2020-02-01,"Total, all causes of death [A00-Y89]",16
Saskatchewan,1179844,40,2020-02-01,Malignant neoplasms [C00-C97],3
Saskatchewan,1179844,5,2020-02-01,Diabetes mellitus [E10-E14],0
Saskatchewan,1179844,5,2020-02-01,Alzheimer's disease [G30],0
Saskatchewan,1179844,35,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Saskatchewan,1179844,10,2020-02-01,Cerebrovascular diseases [I60-I69],1
Saskatchewan,1179844,5,2020-02-01,Influenza and pneumonia [J09-J18],0
Saskatchewan,1179844,10,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
Saskatchewan,1179844,5,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Saskatchewan,1179844,10,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Saskatchewan,1179844,5,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Saskatchewan,1179844,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Saskatchewan,1179844,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Saskatchewan,1179844,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Saskatchewan,1179844,10,2020-02-01,Ill-defined and unspecified causes of mortality [R99],1
Saskatchewan,1179844,0,2020-02-01,Information unavailable,0
Saskatchewan,1179844,50,2020-02-01,All other causes of death,4
Alberta,4442879,540,2020-02-01,"Total, all causes of death [A00-Y89]",12
Alberta,4442879,135,2020-02-01,Malignant neoplasms [C00-C97],3
Alberta,4442879,15,2020-02-01,Diabetes mellitus [E10-E14],0
Alberta,4442879,10,2020-02-01,Alzheimer's disease [G30],0
Alberta,4442879,110,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Alberta,4442879,30,2020-02-01,Cerebrovascular diseases [I60-I69],1
Alberta,4442879,15,2020-02-01,Influenza and pneumonia [J09-J18],0
Alberta,4442879,30,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
Alberta,4442879,5,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Alberta,4442879,30,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Alberta,4442879,10,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Alberta,4442879,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Alberta,4442879,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Alberta,4442879,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Alberta,4442879,5,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Alberta,4442879,0,2020-02-01,Information unavailable,0
Alberta,4442879,145,2020-02-01,All other causes of death,3
British Columbia,5214805,780,2020-02-01,"Total, all causes of death [A00-Y89]",15
British Columbia,5214805,205,2020-02-01,Malignant neoplasms [C00-C97],4
British Columbia,5214805,20,2020-02-01,Diabetes mellitus [E10-E14],0
British Columbia,5214805,25,2020-02-01,Alzheimer's disease [G30],0
British Columbia,5214805,135,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
British Columbia,5214805,40,2020-02-01,Cerebrovascular diseases [I60-I69],1
British Columbia,5214805,25,2020-02-01,Influenza and pneumonia [J09-J18],0
British Columbia,5214805,30,2020-02-01,Chronic lower respiratory diseases [J40-J47],1
British Columbia,5214805,10,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
British Columbia,5214805,25,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
British Columbia,5214805,10,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
British Columbia,5214805,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
British Columbia,5214805,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
British Columbia,5214805,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
British Columbia,5214805,45,2020-02-01,Ill-defined and unspecified causes of mortality [R99],1
British Columbia,5214805,0,2020-02-01,Information unavailable,0
British Columbia,5214805,205,2020-02-01,All other causes of death,4
Yukon,42986,,2020-02-01,"Total, all causes of death [A00-Y89]",
Yukon,42986,,2020-02-01,Malignant neoplasms [C00-C97],
Yukon,42986,,2020-02-01,Diabetes mellitus [E10-E14],
Yukon,42986,,2020-02-01,Alzheimer's disease [G30],
Yukon,42986,,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Yukon,42986,,2020-02-01,Cerebrovascular diseases [I60-I69],
Yukon,42986,,2020-02-01,Influenza and pneumonia [J09-J18],
Yukon,42986,,2020-02-01,Chronic lower respiratory diseases [J40-J47],
Yukon,42986,,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Yukon,42986,,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Yukon,42986,,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Yukon,42986,,2020-02-01,"COVID-19 [U07.1,U07.2]",
Yukon,42986,,2020-02-01,"COVID-19, virus identified  [U07.1]",
Yukon,42986,,2020-02-01,"COVID-19, virus not identified  [U07.2]",
Yukon,42986,,2020-02-01,Ill-defined and unspecified causes of mortality [R99],
Yukon,42986,,2020-02-01,Information unavailable,
Yukon,42986,,2020-02-01,All other causes of death,
Northwest Territories,45504,5,2020-02-01,"Total, all causes of death [A00-Y89]",11
Northwest Territories,45504,0,2020-02-01,Malignant neoplasms [C00-C97],0
Northwest Territories,45504,0,2020-02-01,Diabetes mellitus [E10-E14],0
Northwest Territories,45504,0,2020-02-01,Alzheimer's disease [G30],0
Northwest Territories,45504,0,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Northwest Territories,45504,0,2020-02-01,Cerebrovascular diseases [I60-I69],0
Northwest Territories,45504,0,2020-02-01,Influenza and pneumonia [J09-J18],0
Northwest Territories,45504,0,2020-02-01,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,0,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Northwest Territories,45504,0,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Northwest Territories,45504,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Northwest Territories,45504,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Northwest Territories,45504,0,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,0,2020-02-01,Information unavailable,0
Northwest Territories,45504,0,2020-02-01,All other causes of death,0
Nunavut,39403,0,2020-02-01,"Total, all causes of death [A00-Y89]",0
Nunavut,39403,0,2020-02-01,Malignant neoplasms [C00-C97],0
Nunavut,39403,0,2020-02-01,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2020-02-01,Alzheimer's disease [G30],0
Nunavut,39403,0,2020-02-01,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2020-02-01,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2020-02-01,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2020-02-01,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2020-02-01,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2020-02-01,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2020-02-01,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2020-02-01,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2020-02-01,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2020-02-01,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2020-02-01,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,0,2020-02-01,Information unavailable,0
Nunavut,39403,0,2020-02-01,All other causes of death,0
Canada,38246108,5905,2020-02-08,"Total, all causes of death [A00-Y89]",15
Canada,38246108,1590,2020-02-08,Malignant neoplasms [C00-C97],4
Canada,38246108,150,2020-02-08,Diabetes mellitus [E10-E14],0
Canada,38246108,125,2020-02-08,Alzheimer's disease [G30],0
Canada,38246108,1110,2020-02-08,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Canada,38246108,290,2020-02-08,Cerebrovascular diseases [I60-I69],1
Canada,38246108,235,2020-02-08,Influenza and pneumonia [J09-J18],1
Canada,38246108,280,2020-02-08,Chronic lower respiratory diseases [J40-J47],1
Canada,38246108,70,2020-02-08,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,270,2020-02-08,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Canada,38246108,75,2020-02-08,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,0,2020-02-08,"COVID-19 [U07.1,U07.2]",0
Canada,38246108,0,2020-02-08,"COVID-19, virus identified  [U07.1]",0
Canada,38246108,0,2020-02-08,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,120,2020-02-08,Ill-defined and unspecified causes of mortality [R99],0
Canada,38246108,5,2020-02-08,Information unavailable,0
Canada,38246108,1580,2020-02-08,All other causes of death,4
Newfoundland and Labrador,520553,125,2020-02-08,"Total, all causes of death [A00-Y89]",24
Newfoundland and Labrador,520553,25,2020-02-08,Malignant neoplasms [C00-C97],5
Newfoundland and Labrador,520553,5,2020-02-08,Diabetes mellitus [E10-E14],1
Newfoundland and Labrador,520553,0,2020-02-08,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,25,2020-02-08,"Diseases of heart [I00-I09, I11, I13, I20-I51]",5
Newfoundland and Labrador,520553,5,2020-02-08,Cerebrovascular diseases [I60-I69],1
Newfoundland and Labrador,520553,5,2020-02-08,Influenza and pneumonia [J09-J18],1
Newfoundland and Labrador,520553,10,2020-02-08,Chronic lower respiratory diseases [J40-J47],2
Newfoundland and Labrador,520553,0,2020-02-08,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,0,2020-02-08,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Newfoundland and Labrador,520553,0,2020-02-08,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,0,2020-02-08,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2020-02-08,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2020-02-08,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2020-02-08,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,0,2020-02-08,Information unavailable,0
Newfoundland and Labrador,520553,40,2020-02-08,All other causes of death,8
Prince Edward Island,164318,20,2020-02-08,"Total, all causes of death [A00-Y89]",12
Prince Edward Island,164318,10,2020-02-08,Malignant neoplasms [C00-C97],6
Prince Edward Island,164318,0,2020-02-08,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2020-02-08,Alzheimer's disease [G30],0
Prince Edward Island,164318,0,2020-02-08,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Prince Edward Island,164318,5,2020-02-08,Cerebrovascular diseases [I60-I69],3
Prince Edward Island,164318,0,2020-02-08,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,5,2020-02-08,Chronic lower respiratory diseases [J40-J47],3
Prince Edward Island,164318,0,2020-02-08,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2020-02-08,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2020-02-08,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2020-02-08,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2020-02-08,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2020-02-08,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2020-02-08,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,0,2020-02-08,Information unavailable,0
Prince Edward Island,164318,10,2020-02-08,All other causes of death,6
Nova Scotia,992055,195,2020-02-08,"Total, all causes of death [A00-Y89]",20
Nova Scotia,992055,50,2020-02-08,Malignant neoplasms [C00-C97],5
Nova Scotia,992055,5,2020-02-08,Diabetes mellitus [E10-E14],1
Nova Scotia,992055,5,2020-02-08,Alzheimer's disease [G30],1
Nova Scotia,992055,40,2020-02-08,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Nova Scotia,992055,10,2020-02-08,Cerebrovascular diseases [I60-I69],1
Nova Scotia,992055,5,2020-02-08,Influenza and pneumonia [J09-J18],1
Nova Scotia,992055,10,2020-02-08,Chronic lower respiratory diseases [J40-J47],1
Nova Scotia,992055,0,2020-02-08,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nova Scotia,992055,10,2020-02-08,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Nova Scotia,992055,0,2020-02-08,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,0,2020-02-08,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2020-02-08,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2020-02-08,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,5,2020-02-08,Ill-defined and unspecified causes of mortality [R99],1
Nova Scotia,992055,0,2020-02-08,Information unavailable,0
Nova Scotia,992055,45,2020-02-08,All other causes of death,5
New Brunswick,789225,165,2020-02-08,"Total, all causes of death [A00-Y89]",21
New Brunswick,789225,50,2020-02-08,Malignant neoplasms [C00-C97],6
New Brunswick,789225,10,2020-02-08,Diabetes mellitus [E10-E14],1
New Brunswick,789225,5,2020-02-08,Alzheimer's disease [G30],1
New Brunswick,789225,35,2020-02-08,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
New Brunswick,789225,5,2020-02-08,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,0,2020-02-08,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,5,2020-02-08,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,0,2020-02-08,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,5,2020-02-08,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
